SYZJI,Reception - ACAT - SITEL CLI  
SYZJJ,Reception - ACAT - SB/CS   
SYZJM,Reception - APIT - NEOLANE   
SYZJN,Emission Neolane Journalier - APIT   
SYZJA,Emission SAGAI Journalier - ACCZ   
SYZJC,Reception - ACAT - SITEL VRM  
SYZJB,Reception - ACAT - OPV   
SYZJE,Reception - ACAT - SAGAI   
SYZJF,Reception - ACAT - NSID   
SYZJY,Reception - APAT - OPV   
SYZJX,Emission SAGAI Journalier - APIT   
SYZJZ,Reception - APAT - SITEL VRM  
UVSCA,Extension du calendrier general    
SYZJP,Emission Neolane Mensuel - APIT   
SYZJ3,Reception - APAT - NSID   
SYZJ2,Reception - APAT - SAGAI   
SYZJ7,Reception - APAT - SB/CS   
SYZJ6,Reception - APAT - SITEL CLI  
SYZE4,Reception - ACHR - ARCAD   
SYZE5,Reception - ACHR - AO   
SYZE6,Reception - ACES - DIALOG   
SYZE7,Reception - ACES - ARCAD   
SYZE1,Reception - RECEPTION - ACPL - GDO 
SYZE3,Reception - ACHR - DIALOG   
SYZE8,Reception - ACES - AO   
SYZE9,Reception - ACES - CPP   
