0,-1,SYZ7C
1,428,SYZ6VD
2,24,SYZSR
2,437,SYZSR
2,157,SYZSR
3,-1,SYZSP
4,-1,SYZSQ
5,-1,SYZST
6,-1,SYZSZ
7,-1,SYZRIAL
8,-1,SYZRIAL2
9,-1,SYZSC
10,151,SYZSG
11,-1,SYZSD
12,-1,SYZSJ
13,152,SYZSK
14,151,SYZSH
15,151,SYZSI
16,-1,SYZSN
17,158,SYZSL
18,-1,SYZSM
19,-1,SYZS0
20,-1,SYZS1
21,151,SYZS6
22,151,SYZS4
23,151,SYZS5
24,121,SYZSYD
24,288,SYZSYD
25,151,SYZS8
26,-1,SYZS9
27,-1,UVS05
28,-1,SYZAH
29,-1,SYZAK
30,-1,SYZAL
31,-1,SYZAO
32,-1,SYZAA
33,-1,SYZAB
34,-1,SYZAC
35,308,SYZAD
36,194,SYZAE
37,152,SYZAG
38,43,SYZ3B
38,39,SYZ3B
39,-1,SYZ3C
40,-1,SYZAZ
41,38,SYZ3F
41,46,SYZ3F
42,41,SYZ3G
42,277,SYZ3G
43,61,SYZ3E
43,88,SYZ3E
43,324,SYZ3E
43,333,SYZ3E
44,-1,SYZAQ
45,-1,SYZ3H
46,-1,SYZ3I
47,-1,SYZAU
48,151,SYZAV
49,-1,SYZAW
50,-1,SYZFY
51,-1,SYZFX
52,-1,SYZFZ
53,-1,SYZFU
54,59,SYZFT
54,58,SYZFT
55,-1,SYZFW
56,-1,SYZFV
57,-1,SYZFP
58,504,SYZFS
59,-1,SYZFR
60,-1,SYZFL
61,-1,SYZHPR
62,396,SYZCE3
62,487,SYZCE3
62,491,SYZCE3
62,146,SYZCE3
63,-1,SYZCE4
64,-1,SYZFH
65,-1,SYZCE6
66,-1,SYZFJ
67,-1,SYZFE
68,-1,SYZFD
69,-1,SYZFG
70,-1,SYZFF
71,-1,SYZFA
72,151,SYZFC
73,-1,SYZFB
74,-1,SYZZ9
75,-1,SYZZ8
76,-1,SYZF5
77,-1,SYZF4
78,-1,SYZF7
79,-1,SYZF6
80,-1,SYZF1
81,-1,SYZF3
82,-1,SYZF2
83,-1,UVS03
84,-1,SYZXC
85,-1,SYZXA
86,-1,SYZXN
87,-1,SYZXM
88,295,SYZHP
88,599,SYZHP
88,107,SYZHP
88,290,SYZHP
89,-1,SYZXJ
90,-1,SYZXI
91,-1,SYZA8
92,-1,SYZA9
93,-1,SYZXU
94,-1,SYZXT
95,-1,SYZXS
96,152,SYZXR
97,-1,SYZXQ
98,-1,SYZXP
99,-1,SYZA0
100,-1,SYZA1
101,-1,SYZA2
102,-1,SYZA4
103,-1,SYZA5
104,-1,SYZA7
105,152,SYZHZ
106,-1,SYZSB
107,-1,SYZU4R
108,-1,SYZN8
109,-1,SYZHD
110,-1,SYZHC
111,-1,SYZ8P
112,-1,SYZ8X
113,-1,SYZHH
114,-1,SYZM5
115,-1,SYZT2
116,-1,SYZT4
117,-1,UVSKG
118,-1,RMN_F
119,-1,RMN_I
120,-1,SYZM3
121,153,SYZSYF
121,151,SYZSYF
121,558,SYZSYF
121,559,SYZSYF
121,560,SYZSYF
121,566,SYZSYF
121,567,SYZSYF
121,568,SYZSYF
121,37,SYZSYF
121,394,SYZSYF
121,141,SYZSYF
121,388,SYZSYF
121,10,SYZSYF
121,14,SYZSYF
121,15,SYZSYF
121,22,SYZSYF
121,23,SYZSYF
121,21,SYZSYF
121,161,SYZSYF
121,72,SYZSYF
121,325,SYZSYF
122,-1,SYZTH
123,-1,SYZTN
124,-1,SYZTM
125,-1,SYZTC
126,-1,SYZTB
127,-1,SYZTA
128,-1,SYZTG
129,-1,SYZTE
130,-1,SYZTD
131,-1,SYZTX
132,-1,SYZTS
133,-1,SYZTR
134,-1,SYZTT
135,-1,SYZK8
136,-1,SYZK4
137,-1,SYZB1
138,-1,SYZB2
139,-1,SYZB5
140,-1,SYZB7
141,152,SYZB6
142,-1,SYZB9
143,-1,SYZB8
144,155,SYZ4K
145,470,SYZBC
146,-1,SYZ4H
147,166,SYZ4O
148,-1,SYZ4N
149,150,SYZ4M
150,-1,SYZ4L
151,-1,SYZ4C
152,-1,SYZ4B
153,-1,SYZ4A
154,-1,SYZBJ
155,-1,SYZ4G
156,45,SYZ4F
157,-1,SYZ4E
158,-1,SYZ4D
159,-1,SYZBP
160,-1,SYZBS
161,151,SYZBR
162,-1,SYZBU
163,-1,SYZBW
164,-1,SYZBV
165,-1,SYZBX
166,-1,SYZ4W
167,-1,SYZU2R
168,-1,SYZKK
169,-1,SYZKH
170,-1,SYZKI
171,-1,SYZKL
172,-1,SYZKM
173,-1,SYZKB
174,-1,SYZKC
175,-1,SYZKA
176,-1,SYZKF
177,-1,SYZKG
178,-1,SYZKD
179,-1,SYZKE
180,-1,SYZKZ
181,-1,SYZKX
182,-1,SYZKY
183,-1,SYZKP
184,-1,SYZKQ
185,-1,SYZKT
186,-1,SYZKU
187,-1,SYZP8
188,-1,SYZP6
189,-1,SYZP2
190,-1,SYZYG
191,151,SYZYI
192,-1,SYZYJ
193,-1,SYZYK
194,149,SYZCICLA
195,-1,SYZYM
