838733|402|1671880|20110413|MO|163441|FCA|1300000574|1|336.29|3.00
838733|401|1671880|20110413|MO|163441|FCA|1300000574|1|336.29|3.00
10164570|401|1669828|20110408|MO|163448|FCA|1300000576|1|3.60|3.00
10304467|401|1667622|20110403|MO|163449|FCB|1300009796|1|56.72|3.00
10323523|401|1667431|20110402|MO|163459|FCB|1300009801|1|15.45|3.00
11216335|401|1669075|20110406|MO|163567|FCA|1300000579|1|118.80|3.00
10955977|402|1676504|20110425|PS|163572|FCB|1300009897|1|30.00|5.00
11120373|401|1671089|20110411|PS|163573|FCA|1300000581|1|3.87|3.00
10955977|402|1675406|20110421|MO|163615|FCB|1300009911|1|504.95|5.00
10955977|401|1675406|20110421|MO|163615|FCB|1300009911|1|49.80|3.00
11065211|401|1678164|20110428|MO|163618|FCA|1300000586|1|7.19|2.00
10981115|402|1670207|20110409|MO|163619|FCB|1300009914|1|225.00|5.00
1631364|401|1677292|20110426|MO|163622|FCB|1300009915|1|130.57|3.00
781897|402|1668675|20110406|MO|163624|FCA|1300000587|1|352.15|3.00
1631364|401|1678714|20110429|PS|163829|FCB|1300010081|1|21.60|3.00
1135330|401|1670999|20110411|MO|163833|FCA|1300000592|1|9.30|3.00
884104|401|1671409|20110412|MO|163838|FCA|1300000594|1|0.90|1.50
1246130|403|1671239|20110412|MO|163849|FCA|1300000595|1|5.99|1.25
10216026|401|1679936|20110503|MO|163857|FCB|1300010095|1|3.34|3.00
10333548|401|1670845|20110411|MO|163866|FCB|1300010099|1|7.50|3.00
10516991|403|1671095|20110411|MO|163870|FCA|1300000602|1|6.73|1.25
11169676|402|1670731|20110411|MO|163983|FCB|1300010188|1|1305.95|5.00
11169676|401|1670731|20110411|MO|163983|FCB|1300010188|1|158.70|3.00
10288139|401|1674483|20110419|MO|164091|FCB|1300010279|1|0.36|3.00
10981115|402|1670248|20110409|MO|164202|FCB|1300010343|1|335.45|5.00
10245503|401|1674354|20110418|MO|164348|FCB|1300010420|1|4.19|2.00
10245503|401|1680208|20110504|MO|164349|FCB|1300010421|1|8.58|2.00
10570656|401|1673339|20110416|MO|164355|FCB|1300010423|1|4.20|3.00
1520488|402|1672054|20110413|MO|164361|FCA|1300000620|1|542.83|3.00
1520488|401|1672054|20110413|MO|164361|FCA|1300000620|1|81.00|1.50
1520488|401|1678040|20110428|MO|164362|FCA|1300000621|1|9.07|2.00
1483058|401|1668529|20110405|MO|164366|FCA|1300000622|1|1.38|1.50
10699837|401|1676984|20110426|MO|164375|FCA|1300000627|1|57.00|1.50
10699837|401|1680779|20110505|MO|164376|FCA|1300000628|1|3.70|2.00
838733|402|1676610|20110425|PS|164469|FCA|1300000629|1|51.96|3.00
838733|401|1676610|20110425|PS|164469|FCA|1300000629|1|51.96|3.00
11169676|402|1672869|20110415|PS|164471|FCB|1300010507|1|13.60|5.00
11169676|401|1672869|20110415|PS|164471|FCB|1300010507|1|8.16|3.00
11065211|401|1678908|20110430|PS|164582|FCA|1300000630|1|10.50|1.50
10608395|401|1676905|20110426|MO|164592|FCB|1300010594|1|51.00|3.00
10865397|401|1670630|20110410|MO|164596|FCA|1300000633|1|57.48|3.00
10865397|401|1680451|20110504|MO|164597|FCA|1300000634|1|25.51|3.00
10957736|401|1677775|20110427|MO|164634|FCA|1300000635|1|2.55|1.50
11080193|401|1673524|20110417|MO|164665|FCA|1300000636|1|0.30|1.50
10011261|402|1675713|20110422|MO|164707|FCA|1300000637|1|141.01|3.00
10011261|401|1678673|20110429|MO|164708|FCA|1300000638|1|3.59|2.00
137227|401|1670705|20110411|MO|164709|FCA|1300000639|1|1.50|3.00
137227|403|1670705|20110411|MO|164709|FCA|1300000639|1|0.62|1.25
1520488|402|1675169|20110420|PS|164821|FCA|1300000646|1|20.40|3.00
781897|402|1678309|20110428|PS|164822|FCA|1300000647|1|4.32|3.00
1631364|401|1676783|20110425|MO|164838|FCB|1300010751|1|44.97|3.00
838733|402|1674457|20110419|MO|164845|FCA|1300000648|1|417.47|3.00
838733|401|1674457|20110419|MO|164845|FCA|1300000648|1|417.47|3.00
838733|401|1679900|20110503|MO|164846|FCA|1300000649|1|39.83|3.00
10164570|401|1671861|20110413|MO|164855|FCA|1300000651|1|21.12|3.00
10179728|401|1679598|20110502|MO|164856|FCB|1300010756|1|3.00|3.00
10305260|403|1680412|20110504|MO|164858|FCB|1300010758|1|1.63|1.25
1612072|401|1674855|20110419|MO|164860|FCA|1300000652|1|7.34|1.50
10326419|401|1674193|20110418|MO|164862|FCA|1300000653|1|3.55|3.00
10955977|402|1679596|20110502|PS|164959|FCB|1300010830|1|66.45|5.00
1544809|401|1682163|20110509|MO|164968|FCB|1300010834|1|3.45|2.00
10955977|402|1674375|20110418|MO|164976|FCB|1300010841|1|1263.40|5.00
10955977|401|1674375|20110418|MO|164976|FCB|1300010841|1|177.00|3.00
11065211|401|1678325|20110428|MO|164978|FCA|1300000659|1|67.02|1.50
1631364|401|1680365|20110504|MO|164999|FCB|1300010847|1|13.58|3.00
781897|402|1674351|20110418|MO|165002|FCA|1300000660|1|496.87|3.00
10011261|402|1676972|20110426|PS|165174|FCA|1300000664|1|8.84|3.00
1621291|401|1679890|20110503|MO|165182|FCA|1300000666|1|19.80|3.00
10333548|401|1672737|20110414|MO|165193|FCB|1300010982|1|13.35|3.00
10516991|401|1679215|20110501|MO|165194|FCA|1300000673|1|14.09|1.50
